file,title,url,word_count,has_tables,has_infobox,chosen_from
Ryu Se-ra.txt,Ryu Se-ra,https://so.wikipedia.org/wiki?curid=35740,205,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Telesom.txt,Telesom,https://so.wikipedia.org/wiki?curid=7708,204,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Faustin-Archange Touadéra.txt,Faustin-Archange Touadéra,https://so.wikipedia.org/wiki?curid=31529,75,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Bardooddan.txt,Bardooddan,https://so.wikipedia.org/wiki?curid=2349,200,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Dajuumo.txt,Dajuumo,https://so.wikipedia.org/wiki?curid=5731,31,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Dawladii Cabaasiyiinta.txt,Dawladii Cabaasiyiinta,https://so.wikipedia.org/wiki?curid=4142,4202,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Ismaaciil Cumar Geelle.txt,Ismaaciil Cumar Geelle,https://so.wikipedia.org/wiki?curid=3863,566,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Dahar Dheer.txt,Dahar Dheer,https://so.wikipedia.org/wiki?curid=6558,16,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Magaloyinka ugu koriinka badan somaliya.txt,Magaloyinka ugu koriinka badan somaliya,https://so.wikipedia.org/wiki?curid=32094,61,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Rabsho.txt,Rabsho,https://so.wikipedia.org/wiki?curid=34605,130,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Togyar doollo.txt,Togyar doollo,https://so.wikipedia.org/wiki?curid=40597,70,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Selma Lagerlöf.txt,Selma Lagerlöf,https://so.wikipedia.org/wiki?curid=33832,70,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Roald Amundsen.txt,Roald Amundsen,https://so.wikipedia.org/wiki?curid=7181,176,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Cristina Ali Farah.txt,Cristina Ali Farah,https://so.wikipedia.org/wiki?curid=17607,38,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Manicaland.txt,Manicaland,https://so.wikipedia.org/wiki?curid=25314,223,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Godaalo.txt,Godaalo,https://so.wikipedia.org/wiki?curid=4371,200,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Ununoktiyaam.txt,Ununoktiyaam,https://so.wikipedia.org/wiki?curid=13137,57,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Abuu daalib.txt,Abuu daalib,https://so.wikipedia.org/wiki?curid=37862,80,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Hindi.txt,Hindi,https://so.wikipedia.org/wiki?curid=24612,370,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Dembe.txt,Dembe,https://so.wikipedia.org/wiki?curid=34884,24,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
MPeso.txt,MPeso,https://so.wikipedia.org/wiki?curid=25489,158,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Nadia Pariss.txt,Nadia Pariss,https://so.wikipedia.org/wiki?curid=18554,53,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Kheyrudiin barboosa.txt,Kheyrudiin barboosa,https://so.wikipedia.org/wiki?curid=37293,181,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Ciyaar Horumarin Xirmo.txt,Ciyaar Horumarin Xirmo,https://so.wikipedia.org/wiki?curid=23870,490,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Meygaagle.txt,Meygaagle,https://so.wikipedia.org/wiki?curid=29749,27,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Tin.txt,Tin,https://so.wikipedia.org/wiki?curid=4785,611,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Nimr.txt,Nimr,https://so.wikipedia.org/wiki?curid=36912,22,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Ceelbacad.txt,Ceelbacad,https://so.wikipedia.org/wiki?curid=18651,957,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Rabdhuure.txt,Rabdhuure,https://so.wikipedia.org/wiki?curid=5575,205,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
DNA.txt,DNA,https://so.wikipedia.org/wiki?curid=4011,76,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Biniktojiin.txt,Biniktojiin,https://so.wikipedia.org/wiki?curid=13048,183,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Kabo.txt,Kabo,https://so.wikipedia.org/wiki?curid=22764,580,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Soomaalilander.txt,Soomaalilander,https://so.wikipedia.org/wiki?curid=2484,45,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
𝐂𝐚𝐰𝐧 𝐌𝐮𝐜𝐢𝐢𝐧 𝐚𝐥-𝐐𝐚𝐝𝐝𝐮𝐮𝐦𝐢.txt,𝐂𝐚𝐰𝐧 𝐌𝐮𝐜𝐢𝐢𝐧 𝐚𝐥-𝐐𝐚𝐝𝐝𝐮𝐮𝐦𝐢,https://so.wikipedia.org/wiki?curid=41175,2588,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Maroodi Jeex.txt,Maroodi Jeex,https://so.wikipedia.org/wiki?curid=7200,316,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Internet protocol.txt,Internet protocol,https://so.wikipedia.org/wiki?curid=2460,29,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Biyo-saafi.txt,Biyo-saafi,https://so.wikipedia.org/wiki?curid=40598,58,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Guddi.txt,Guddi,https://so.wikipedia.org/wiki?curid=5174,24,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Astaanta Qaranaka Somaliland.txt,Astaanta Qaranaka Somaliland,https://so.wikipedia.org/wiki?curid=32695,35,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Xandha.txt,Xandha,https://so.wikipedia.org/wiki?curid=7006,16,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Aw Obsiiye Seed Magan.txt,Aw Obsiiye Seed Magan,https://so.wikipedia.org/wiki?curid=29763,67,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Beycatu ridwaan.txt,Beycatu ridwaan,https://so.wikipedia.org/wiki?curid=37226,28,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Rasaas.txt,Rasaas,https://so.wikipedia.org/wiki?curid=13131,176,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Koobka labaad.txt,Koobka labaad,https://so.wikipedia.org/wiki?curid=23907,161,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Mowsil.txt,Mowsil,https://so.wikipedia.org/wiki?curid=37120,127,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Ilkaha hoose.txt,Ilkaha hoose,https://so.wikipedia.org/wiki?curid=12787,243,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Shisheeye.txt,Shisheeye,https://so.wikipedia.org/wiki?curid=18692,48,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Cumar xaanshi.txt,Cumar xaanshi,https://so.wikipedia.org/wiki?curid=15179,29,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Tix.txt,Tix,https://so.wikipedia.org/wiki?curid=17859,386,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Hirwo.txt,Hirwo,https://so.wikipedia.org/wiki?curid=40804,101,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Xaytiyiin.txt,Xaytiyiin,https://so.wikipedia.org/wiki?curid=18195,90,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Rajabeeto.txt,Rajabeeto,https://so.wikipedia.org/wiki?curid=18612,194,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Af-Madura.txt,Af-Madura,https://so.wikipedia.org/wiki?curid=24761,278,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Dawlad goboleed.txt,Dawlad goboleed,https://so.wikipedia.org/wiki?curid=14605,428,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Bikini.txt,Bikini,https://so.wikipedia.org/wiki?curid=36322,70,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Allaybaday.txt,Allaybaday,https://so.wikipedia.org/wiki?curid=7872,580,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Ukulele.txt,Ukulele,https://so.wikipedia.org/wiki?curid=36893,77,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
SSDF.txt,SSDF,https://so.wikipedia.org/wiki?curid=18076,285,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Neyl.txt,Neyl,https://so.wikipedia.org/wiki?curid=12704,467,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Faysbuug.txt,Faysbuug,https://so.wikipedia.org/wiki?curid=22278,392,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Ururka Caafimaadka Aduunka.txt,Ururka Caafimaadka Aduunka,https://so.wikipedia.org/wiki?curid=17595,910,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Daamur.txt,Daamur,https://so.wikipedia.org/wiki?curid=19250,67,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Jiilaal.txt,Jiilaal,https://so.wikipedia.org/wiki?curid=4675,219,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Falklands War.txt,Falklands War,https://so.wikipedia.org/wiki?curid=23756,462,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Timojilic.txt,Timojilic,https://so.wikipedia.org/wiki?curid=25424,19,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Jinkis Khan.txt,Jinkis Khan,https://so.wikipedia.org/wiki?curid=4823,38,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Hans Jasiiradda.txt,Hans Jasiiradda,https://so.wikipedia.org/wiki?curid=23982,194,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Ilmo apti.txt,Ilmo apti,https://so.wikipedia.org/wiki?curid=13995,76,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Ramla bint Abi Sufyan.txt,Ramla bint Abi Sufyan,https://so.wikipedia.org/wiki?curid=14350,1326,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Hodan.txt,Hodan,https://so.wikipedia.org/wiki?curid=3124,252,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Karti la'aan.txt,Karti la'aan,https://so.wikipedia.org/wiki?curid=31832,165,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Sheekh Ḥaydar (Haydara).txt,Sheekh Ḥaydar (Haydara),https://so.wikipedia.org/wiki?curid=10072,49,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
DAX.txt,DAX,https://so.wikipedia.org/wiki?curid=24239,138,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Hantiwadaag.txt,Hantiwadaag,https://so.wikipedia.org/wiki?curid=3751,77,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Qasriga Moosoro.txt,Qasriga Moosoro,https://so.wikipedia.org/wiki?curid=29942,204,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Dhakar.txt,Dhakar,https://so.wikipedia.org/wiki?curid=7085,231,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Casho.txt,Casho,https://so.wikipedia.org/wiki?curid=17587,325,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Dhego la'aanta.txt,Dhego la'aanta,https://so.wikipedia.org/wiki?curid=18577,30,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Jubbada Hoose.txt,Jubbada Hoose,https://so.wikipedia.org/wiki?curid=2004,479,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Girgire.txt,Girgire,https://so.wikipedia.org/wiki?curid=18418,364,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Baabuur.txt,Baabuur,https://so.wikipedia.org/wiki?curid=4050,131,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Dul al-Qacdah.txt,Dul al-Qacdah,https://so.wikipedia.org/wiki?curid=19521,399,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Shawr.txt,Shawr,https://so.wikipedia.org/wiki?curid=32336,9,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Bill Clinton.txt,Bill Clinton,https://so.wikipedia.org/wiki?curid=3430,44,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Toon.txt,Toon,https://so.wikipedia.org/wiki?curid=12724,206,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Af Miinshaarnimo.txt,Af Miinshaarnimo,https://so.wikipedia.org/wiki?curid=28337,69,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
TV Azteca.txt,TV Azteca,https://so.wikipedia.org/wiki?curid=37538,20,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Maalmo.txt,Maalmo,https://so.wikipedia.org/wiki?curid=8059,174,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Griinland.txt,Griinland,https://so.wikipedia.org/wiki?curid=5486,59,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Musmaar.txt,Musmaar,https://so.wikipedia.org/wiki?curid=27658,55,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Shirkad Titagarh Rail Systems.txt,Shirkad Titagarh Rail Systems,https://so.wikipedia.org/wiki?curid=41986,23,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Fahad Yaasiin.txt,Fahad Yaasiin,https://so.wikipedia.org/wiki?curid=39857,152,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Mahatma Gandhi.txt,Mahatma Gandhi,https://so.wikipedia.org/wiki?curid=3885,968,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Faarax Cali.txt,Faarax Cali,https://so.wikipedia.org/wiki?curid=2249,74,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Tower Bridge.txt,Tower Bridge,https://so.wikipedia.org/wiki?curid=34454,69,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Howrah Bridge.txt,Howrah Bridge,https://so.wikipedia.org/wiki?curid=34466,55,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Telefonka gacanta.txt,Telefonka gacanta,https://so.wikipedia.org/wiki?curid=10848,164,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Bakoorad.txt,Bakoorad,https://so.wikipedia.org/wiki?curid=18089,31,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Degmada labile.txt,Degmada labile,https://so.wikipedia.org/wiki?curid=40586,137,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Giriiga.txt,Giriiga,https://so.wikipedia.org/wiki?curid=3081,512,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Sodhiyaam.txt,Sodhiyaam,https://so.wikipedia.org/wiki?curid=12387,434,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Weeraradii Siliibiyiinta.txt,Weeraradii Siliibiyiinta,https://so.wikipedia.org/wiki?curid=32725,19,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Henrich Bayer.txt,Henrich Bayer,https://so.wikipedia.org/wiki?curid=34174,63,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Mulxidnimo.txt,Mulxidnimo,https://so.wikipedia.org/wiki?curid=31869,11,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Tuliguuled.txt,Tuliguuled,https://so.wikipedia.org/wiki?curid=10068,319,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Feedh.txt,Feedh,https://so.wikipedia.org/wiki?curid=12623,256,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Qadhaabsi.txt,Qadhaabsi,https://so.wikipedia.org/wiki?curid=12769,333,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
"Saitama, Saitama.txt","Saitama, Saitama",https://so.wikipedia.org/wiki?curid=27200,83,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Saac.txt,Saac,https://so.wikipedia.org/wiki?curid=12295,198,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Ciid.txt,Ciid,https://so.wikipedia.org/wiki?curid=18682,113,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Afro-Aasiyatik.txt,Afro-Aasiyatik,https://so.wikipedia.org/wiki?curid=22838,69,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Puntland oo laga helay cudurka COVID-19.txt,Puntland oo laga helay cudurka COVID-19,https://so.wikipedia.org/wiki?curid=36638,156,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Mustafa Macalin.txt,Mustafa Macalin,https://so.wikipedia.org/wiki?curid=5662,724,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Salaada Duhur.txt,Salaada Duhur,https://so.wikipedia.org/wiki?curid=4502,75,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Sabool.txt,Sabool,https://so.wikipedia.org/wiki?curid=6994,106,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Qarnigii 7aad.txt,Qarnigii 7aad,https://so.wikipedia.org/wiki?curid=41010,16,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Diraac.txt,Diraac,https://so.wikipedia.org/wiki?curid=35398,194,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
"Rock Island, Wisconsin.txt","Rock Island, Wisconsin",https://so.wikipedia.org/wiki?curid=32783,779,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Digaagad.txt,Digaagad,https://so.wikipedia.org/wiki?curid=12694,218,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Shaqo Qaran iyo Ardayda Gurmadka.txt,Shaqo Qaran iyo Ardayda Gurmadka,https://so.wikipedia.org/wiki?curid=15371,391,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Margaret Keane.txt,Margaret Keane,https://so.wikipedia.org/wiki?curid=34171,76,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Punk rock.txt,Punk rock,https://so.wikipedia.org/wiki?curid=41396,259,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Gobolada Waqooyibari.txt,Gobolada Waqooyibari,https://so.wikipedia.org/wiki?curid=37633,14,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Weerarada saliibiyiinta.txt,Weerarada saliibiyiinta,https://so.wikipedia.org/wiki?curid=37308,75,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Sunni-ururin.txt,Sunni-ururin,https://so.wikipedia.org/wiki?curid=41823,60,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Yaziid bin mucaawiya.txt,Yaziid bin mucaawiya,https://so.wikipedia.org/wiki?curid=37028,3946,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Kuwayt.txt,Kuwayt,https://so.wikipedia.org/wiki?curid=6281,791,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Itaala'aanta maskaxda.txt,Itaala'aanta maskaxda,https://so.wikipedia.org/wiki?curid=18570,63,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Colonel abii osman hirsi.txt,Colonel abii osman hirsi,https://so.wikipedia.org/wiki?curid=23458,92,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Shirkada Isgaariinta ee Telcom Somalia.txt,Shirkada Isgaariinta ee Telcom Somalia,https://so.wikipedia.org/wiki?curid=4095,99,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Qabasho Daadka Dambiilayaal Al Shabaab 2019.txt,Qabasho Daadka Dambiilayaal Al Shabaab 2019,https://so.wikipedia.org/wiki?curid=33643,75,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Yaziid bin cabdilmalik.txt,Yaziid bin cabdilmalik,https://so.wikipedia.org/wiki?curid=37309,27,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Waxarcadde.txt,Waxarcadde,https://so.wikipedia.org/wiki?curid=30037,13,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Axmad Saleebaan Dafle.txt,Axmad Saleebaan Dafle,https://so.wikipedia.org/wiki?curid=41478,885,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Dinsor state.txt,Dinsor state,https://so.wikipedia.org/wiki?curid=40259,27,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Cuf atam.txt,Cuf atam,https://so.wikipedia.org/wiki?curid=20940,233,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Webiyada.txt,Webiyada,https://so.wikipedia.org/wiki?curid=2992,192,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Taako.txt,Taako,https://so.wikipedia.org/wiki?curid=12519,65,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Perth.txt,Perth,https://so.wikipedia.org/wiki?curid=9408,507,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Dhamaadka Taariikhda Aduunka.txt,Dhamaadka Taariikhda Aduunka,https://so.wikipedia.org/wiki?curid=4649,661,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Pitty.txt,Pitty,https://so.wikipedia.org/wiki?curid=10963,53,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Buick LaCrosse.txt,Buick LaCrosse,https://so.wikipedia.org/wiki?curid=34918,12,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Buusar.txt,Buusar,https://so.wikipedia.org/wiki?curid=6833,15,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Dhagool.txt,Dhagool,https://so.wikipedia.org/wiki?curid=12608,691,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Boris Johnson.txt,Boris Johnson,https://so.wikipedia.org/wiki?curid=31642,426,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Amiir Cabdalqaadir.txt,Amiir Cabdalqaadir,https://so.wikipedia.org/wiki?curid=40396,257,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Baabiylooniya.txt,Baabiylooniya,https://so.wikipedia.org/wiki?curid=13934,2734,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Aamina.txt,Aamina,https://so.wikipedia.org/wiki?curid=14422,260,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Toogashada Dugsiga ee Connecticut.txt,Toogashada Dugsiga ee Connecticut,https://so.wikipedia.org/wiki?curid=38233,76,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Centro Federal de Educação Tecnológica de Minas Gerais.txt,Centro Federal de Educação Tecnológica de Minas Gerais,https://so.wikipedia.org/wiki?curid=14836,28,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Imaaradkii Herer.txt,Imaaradkii Herer,https://so.wikipedia.org/wiki?curid=41214,388,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Saint Paul.txt,Saint Paul,https://so.wikipedia.org/wiki?curid=17291,344,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Ibraahim Xasan Caddoow.txt,Ibraahim Xasan Caddoow,https://so.wikipedia.org/wiki?curid=2260,164,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Ururka Cuntada iyo Dalaga.txt,Ururka Cuntada iyo Dalaga,https://so.wikipedia.org/wiki?curid=17695,295,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Senegaal.txt,Senegaal,https://so.wikipedia.org/wiki?curid=3712,327,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Xarfo.txt,Xarfo,https://so.wikipedia.org/wiki?curid=15341,241,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Baytulaxam.txt,Baytulaxam,https://so.wikipedia.org/wiki?curid=14237,24,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Xabiib Sharaabi.txt,Xabiib Sharaabi,https://so.wikipedia.org/wiki?curid=5250,237,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Heo Yoo-rim.txt,Heo Yoo-rim,https://so.wikipedia.org/wiki?curid=35351,128,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Hum Aapke Hain Koun..!.txt,Hum Aapke Hain Koun..!,https://so.wikipedia.org/wiki?curid=35824,214,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Banuu Haashim.txt,Banuu Haashim,https://so.wikipedia.org/wiki?curid=14409,106,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Heegan FC.txt,Heegan FC,https://so.wikipedia.org/wiki?curid=18185,53,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Denfer (Bankigii La dhacay).txt,Denfer (Bankigii La dhacay),https://so.wikipedia.org/wiki?curid=38567,40,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Caasha Cado.txt,Caasha Cado,https://so.wikipedia.org/wiki?curid=20158,285,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Kooxda kubadda cagta ee xeebaha Soomaaliya.txt,Kooxda kubadda cagta ee xeebaha Soomaaliya,https://so.wikipedia.org/wiki?curid=25491,32,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
"Sheekh, Somaliland.txt","Sheekh, Somaliland",https://so.wikipedia.org/wiki?curid=6385,482,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Shanbal.txt,Shanbal,https://so.wikipedia.org/wiki?curid=5502,25,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Firiley.txt,Firiley,https://so.wikipedia.org/wiki?curid=17510,489,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Timirshe.txt,Timirshe,https://so.wikipedia.org/wiki?curid=7014,244,0,0,/Users/user/data/sowiki-20250901/sowiki_html_txt
Dahabshiil.txt,Dahabshiil,https://so.wikipedia.org/wiki?curid=6647,242,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Bariga Afrika _ Galbeed Afrika - Xafiiltanka.txt,Bariga Afrika / Galbeed Afrika - Xafiiltanka,https://so.wikipedia.org/wiki?curid=34095,328,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Bargaan.txt,Bargaan,https://so.wikipedia.org/wiki?curid=6539,206,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Kalsheekh.txt,Kalsheekh,https://so.wikipedia.org/wiki?curid=28485,71,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Birmingham.txt,Birmingham,https://so.wikipedia.org/wiki?curid=3774,53,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Guruur.txt,Guruur,https://so.wikipedia.org/wiki?curid=7012,16,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Arbaco.txt,Arbaco,https://so.wikipedia.org/wiki?curid=2064,65,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Xisbiga Hantiwadaagga Soomaaliyeed.txt,Xisbiga Hantiwadaagga Soomaaliyeed,https://so.wikipedia.org/wiki?curid=3877,449,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Oogo Cir.txt,Oogo Cir,https://so.wikipedia.org/wiki?curid=12314,100,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Saudi Arabia GDP.txt,Saudi Arabia GDP,https://so.wikipedia.org/wiki?curid=35051,24,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Hannibal Qadaafi.txt,Hannibal Qadaafi,https://so.wikipedia.org/wiki?curid=18112,13,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Ururka Aftahan.txt,Ururka Aftahan,https://so.wikipedia.org/wiki?curid=1825,216,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
Sucuud Alshureym.txt,Sucuud Alshureym,https://so.wikipedia.org/wiki?curid=4702,26,0,0,/Users/user/data/sowiki-20250901/sowiki_txt
